# Time(s), X(km), Y(km), Z(km), VX(km/s), VY(km/s), VZ(km/s)
   687000.000000,-112521.191870875118,-305529.898630699783,-166951.442675621423,      1.053673390039,     -0.517739687255,     -0.213718721625
   690000.000000,-109358.754155646151,-307072.027760492580,-167586.611066403595,      1.054607264345,     -0.510345460240,     -0.209727382969
   693000.000000,-106193.615289979905,-308591.966538047185,-168209.810409457539,      1.055474134988,     -0.502946377463,     -0.205739479514
   696000.000000,-103025.976460544174,-310089.702696543827,-168821.052105534036,      1.056273892251,     -0.495543964333,     -0.201755737303
   699000.000000, -99856.039117524619,-311565.228471899580,-169420.349697280093,      1.057006469848,     -0.488139697470,     -0.197776858314
   702000.000000, -96684.004847217322,-313018.540458215284,-170007.718797869020,      1.057671843005,     -0.480735005910,     -0.193803521010
   705000.000000, -93510.075250346636,-314449.639466794266,-170583.177021244890,      1.058270026567,     -0.473331272276,     -0.189836380863
   708000.000000, -90334.451825995304,-315858.530388624233,-171146.743913947808,      1.058801073146,     -0.465929833921,     -0.185876070884
   711000.000000, -87157.335861028434,-317245.222060218628,-171698.440888487763,      1.059265071308,     -0.458531984026,     -0.181923202128
   714000.000000, -83978.928324886772,-318609.727132722037,-172238.291158237320,      1.059662143812,     -0.451138972672,     -0.177978364196
   717000.000000, -80799.429769621478,-319952.061944188608,-172766.319673813530,      1.059992445876,     -0.443752007889,     -0.174042125731
   720000.000000, -77619.040235038818,-321272.246394948801,-173282.553060922422,      1.060256163502,     -0.436372256665,     -0.170115034897
   723000.000000, -74437.959158820813,-322570.303825984302,-173787.019559640146,      1.060453511835,     -0.429000845943,     -0.166197619855
   726000.000000, -71256.385291486644,-323846.260900236433,-174279.748965106090,      1.060584733577,     -0.421638863579,     -0.162290389230
   729000.000000, -68074.516616058114,-325100.147486775182,-174760.772569604916,      1.060650097437,     -0.414287359291,     -0.158393832569
   732000.000000, -64892.550272292799,-326331.996547763236,-175230.123106014827,      1.060649896636,     -0.406947345574,     -0.154508420796
   735000.000000, -61710.682485347999,-327541.844028148742,-175687.834692600445,      1.060584447449,     -0.399619798605,     -0.150634606652
   738000.000000, -58529.108498739668,-328729.728748025605,-176133.942779128527,      1.060454087797,     -0.392305659116,     -0.146772825135
   741000.000000, -55348.022511460775,-329895.692297602072,-176568.484094285115,      1.060259175883,     -0.385005833259,     -0.142923493931
   744000.000000, -52167.617619124750,-331039.778934719623,-176991.496594372991,      1.060000088875,     -0.377721193444,     -0.139087013836
   747000.000000, -48988.085759000780,-332162.035484867112,-177403.019413267699,      1.059677221626,     -0.370452579161,     -0.135263769171
   750000.000000, -45809.617658808609,-333262.511243636371,-177803.092813610943,      1.059290985447,     -0.363200797787,     -0.131454128194
   753000.000000, -42632.402789142507,-334341.257881567173,-178191.758139220008,      1.058841806916,     -0.355966625374,     -0.127658443497
   756000.000000, -39456.629319395026,-335398.329351331922,-178569.057768692117,      1.058330126736,     -0.348750807420,     -0.123877052405
   759000.000000, -36282.484077053705,-336433.781797210220,-178935.035070183105,      1.057756398627,     -0.341554059622,     -0.120110277364
   762000.000000, -33110.152510245505,-337447.673466807930,-179289.734357340349,      1.057121088269,     -0.334377068623,     -0.116358426318
   765000.000000, -29939.818653406423,-338440.064624973224,-179633.200846369698,      1.056424672276,     -0.327220492729,     -0.112621793091
   768000.000000, -26771.665095956305,-339411.017469867307,-179965.480614217842,      1.055667637217,     -0.320084962625,     -0.108900657748
   771000.000000, -23605.872953861595,-340360.596051145229,-180286.620557850460,      1.054850478671,     -0.312971082070,     -0.105195286962
   774000.000000, -20442.621843971763,-341288.866190204921,-180596.668354607886,      1.053973700323,     -0.305879428580,     -0.101505934369
   777000.000000, -17282.089861018118,-342195.895402464317,-180895.672423619690,      1.053037813092,     -0.298810554097,     -0.097832840918
   780000.000000, -14124.453557166791,-343081.752821624046,-181183.681888259423,      1.052043334299,     -0.291764985642,     -0.094176235211
   783000.000000, -10969.887924020637,-343946.509125877288,-181460.746539621119,      1.050990786869,     -0.284743225961,     -0.090536333849
   786000.000000,  -7818.566376967814,-344790.236466026457,-181726.916800998559,      1.049880698561,     -0.277745754151,     -0.086913341753
   789000.000000,  -4670.660741777716,-345613.008395466721,-181982.243693348195,      1.048713601242,     -0.270773026278,     -0.083307452497
   792000.000000,  -1526.341243347707,-346414.899801998981,-182226.778801716689,      1.047490030180,     -0.263825475981,     -0.079718848620
   795000.000000,   1614.223503493138,-347195.986841431819,-182460.574242613511,      1.046210523377,     -0.256903515056,     -0.076147701942
   798000.000000,   4750.866501214441,-347956.346872935304,-182683.682632308803,      1.044875620925,     -0.250007534042,     -0.072594173867
   801000.000000,   7883.422374937651,-348696.058396108099,-182896.157056037366,      1.043485864399,     -0.243137902780,     -0.069058415685
   804000.000000,  11011.727375997918,-349415.200989720586,-183098.051038089412,      1.042041796273,     -0.236294970968,     -0.065540568857
   807000.000000,  14135.619383798165,-350113.855252096837,-183289.418512768520,      1.040543959362,     -0.229479068700,     -0.062040765310
   810000.000000,  17254.937906036190,-350792.102743099444,-183470.313796198752,      1.038992896294,     -0.222690506993,     -0.058559127712
   813000.000000,  20369.524077382961,-351450.025927680894,-183640.791558961966,      1.037389149008,     -0.215929578309,     -0.055095769745
   816000.000000,  23479.220656687557,-352087.708120966854,-183800.906799548102,      1.035733258272,     -0.209196557052,     -0.051650796376
   819000.000000,  26583.872022781306,-352705.233434836846,-183950.714818600158,      1.034025763233,     -0.202491700068,     -0.048224304117
   822000.000000,  29683.324168950956,-353302.686725967622,-184090.271193937078,      1.032267200978,     -0.195815247122,     -0.044816381282
   825000.000000,  32777.424696147806,-353880.153545305948,-184219.631756337098,      1.030458106128,     -0.189167421373,     -0.041427108237
   828000.000000,  35866.022804997046,-354437.720088936854,-184338.852566064044,      1.028599010449,     -0.182548429831,     -0.038056557648
   831000.000000,  38948.969286669024,-354975.473150314414,-184447.989890119294,      1.026690442479,     -0.175958463804,     -0.034704794713
   834000.000000,  42026.116512671608,-355493.500073820760,-184547.100180201873,      1.024732927181,     -0.169397699342,     -0.031371877404
   837000.000000,  45097.318423620854,-355991.888709621038,-184636.240051358473,      1.022726985610,     -0.162866297654,     -0.028057856685
   840000.000000,  48162.430517044777,-356470.727369780245,-184715.466261305613,      1.020673134602,     -0.156364405533,     -0.024762776741
   843000.000000,  51221.309834273416,-356930.104785609175,-184784.835690406442,      1.018571886475,     -0.149892155749,     -0.021486675187
   846000.000000,  54273.814946466366,-357370.110066207068,-184844.405322283710,      1.016423748752,     -0.143449667455,     -0.018229583283
   849000.000000,  57319.805939827304,-357790.832658168394,-184894.232225052343,      1.014229223896,     -0.137037046560,     -0.014991526130
   852000.000000,  60359.144400052821,-358192.362306421506,-184934.373533154227,      1.011988809066,     -0.130654386104,     -0.011772522876
   855000.000000,  63391.693396061695,-358574.789016169030,-184964.886429778417,      1.009702995882,     -0.124301766622,     -0.008572586905
   858000.000000,  66417.317463048152,-358938.203015897947,-184985.828129851288,      1.007372270204,     -0.117979256493,     -0.005391726021
   861000.000000,  69435.882584901192,-359282.694721430307,-184997.255863580358,      1.004997111936,     -0.111686912285,     -0.002229942637
   864000.000000,  72447.256176030060,-359608.354700984492,-184999.226860536670,      1.002577994824,     -0.105424779082,      0.000912766054
   867000.000000,  75451.307062633947,-359915.273641217209,-184991.798334260413,      1.000115386285,     -0.099192890812,      0.004036407905
   870000.000000,  78447.905463452233,-360203.542314218357,-184975.027467374661,      0.997609747236,     -0.092991270553,      0.007140995647
   873000.000000,  81436.922970029918,-360473.251545429055,-184948.971397192188,      0.995061531939,     -0.086819930845,      0.010226546729
   876000.000000,  84418.232526531094,-360724.492182455142,-184913.687201800552,      0.992471187855,     -0.080678873973,      0.013293083160
   879000.000000,  87391.708409131825,-360957.355064746924,-184869.231886609719,      0.989839155508,     -0.074568092260,      0.016340631357
   882000.000000,  90357.226205022569,-361171.930994117749,-184815.662371347717,      0.987165868364,     -0.068487568337,      0.019369222001
   885000.000000,  93314.662791048802,-361368.310706072778,-184753.035477488855,      0.984451752709,     -0.062437275412,      0.022378889891
   888000.000000,  96263.896312017343,-361546.584841920238,-184681.407916099182,      0.981697227547,     -0.056417177521,      0.025369673811
   891000.000000,  99204.806158695297,-361706.843921637395,-184600.836276084709,      0.978902704499,     -0.050427229780,      0.028341616395
   894000.000000, 102137.272945526798,-361849.178317463608,-184511.377012827317,      0.976068587714,     -0.044467378621,      0.031294764003
   897000.000000, 105061.178488092759,-361973.678228194360,-184413.086437194172,      0.973195273788,     -0.038537562020,      0.034229166600
   900000.000000, 107976.405780336863,-362080.433654148423,-184306.020704906521,      0.970283151688,     -0.032637709718,      0.037144877632
   903000.000000, 110882.838971581223,-362169.534372783615,-184190.235806254786,      0.967332602689,     -0.026767743436,      0.040041953921
   906000.000000, 113780.363343353121,-362241.069914934866,-184065.787556146068,      0.964344000311,     -0.020927577071,      0.042920455550
   909000.000000, 116668.865286043743,-362295.129541649891,-183932.731584471971,      0.961317710268,     -0.015117116899,      0.045780445763
   912000.000000, 119548.232275418894,-362331.802221598395,-183791.123326783767,      0.958254090421,     -0.009336261756,      0.048621990860
   915000.000000, 122418.352848999930,-362351.176609030226,-183641.018015262525,      0.955153490740,     -0.003584903222,      0.051445160104
   918000.000000, 125279.116582333168,-362353.341022258683,-183482.470669971779,      0.952016253267,      0.002137074213,      0.054250025629
   921000.000000, 128130.414065163975,-362338.383422645391,-183315.536090379668,      0.948842712089,      0.007829792980,      0.057036662352
   924000.000000, 130972.136877532263,-362306.391394063190,-183140.268847138708,      0.945633193311,      0.013493382282,      0.059805147885
   927000.000000, 133804.177565804246,-362257.452122812509,-182956.723274109303,      0.942388015042,      0.019127977941,      0.062555562464
   930000.000000, 136626.429618656024,-362191.652377968829,-182764.953460615041,      0.939107487378,      0.024733722261,      0.065287988866
   933000.000000, 139438.787443023466,-362109.078492136439,-182565.013243916386,      0.935791912396,      0.030310763898,      0.068002512345
   936000.000000, 142241.146340032632,-362009.816342586535,-182356.956201890280,      0.932441584146,      0.035859257732,      0.070699220558
   939000.000000, 145033.402480925695,-361893.951332755154,-182140.835645903368,      0.929056788655,      0.041379364754,      0.073378203511
   942000.000000, 147815.452882995509,-361761.568374080060,-181916.704613866663,      0.925637803931,      0.046871251954,      0.076039553494
   945000.000000, 150587.195385543630,-361612.751868153224,-181684.615863459767,      0.922184899974,      0.052335092223,      0.078683365028
   948000.000000, 153348.528625874693,-361447.585689167434,-181444.621865513560,      0.918698338788,      0.057771064255,      0.081309734817
   951000.000000, 156099.352015340613,-361266.153166636592,-181196.774797539489,      0.915178374405,      0.063179352461,      0.083918761695
   954000.000000, 158839.565715448087,-361068.537068368110,-180941.126537395205,      0.911625252901,      0.068560146887,      0.086510546590
   957000.000000, 161569.070614041673,-360854.819583667151,-180677.728657074884,      0.908039212429,      0.073913643144,      0.089085192477
   960000.000000, 164287.768301575037,-360625.082306753262,-180406.632416613778,      0.904420483248,      0.079240042334,      0.091642804348
   963000.000000, 166995.561047482915,-360379.406220368284,-180127.888758095738,      0.900769287759,      0.084539550997,      0.094183489174
   966000.000000, 169692.351776666066,-360117.871679557138,-179841.548299752583,      0.897085840546,      0.089812381051,      0.096707355880
   969000.000000, 172378.044046100898,-359840.558395600470,-179547.661330144445,      0.893370348417,      0.095058749745,      0.099214515319
   972000.000000, 175052.542021586676,-359547.545420080773,-179246.277802409109,      0.889623010453,      0.100278879622,      0.101705080250
   975000.000000, 177715.750454642752,-359238.911129061831,-178937.447328569746,      0.885844018061,      0.105472998481,      0.104179165320
   978000.000000, 180367.574659568403,-358914.733207362122,-178621.219173888938,      0.882033555032,      0.110641339348,      0.106636887053
   981000.000000, 183007.920490679127,-358575.088632903935,-178297.642251258279,      0.878191797597,      0.115784140458,      0.109078363840
   984000.000000, 185636.694319732604,-358220.053661118436,-177966.765115611663,      0.874318914497,      0.120901645236,      0.111503715927
   987000.000000, 188253.803013559722,-357849.703809388739,-177628.635958352097,      0.870415067052,      0.125994102287,      0.113913065421
   990000.000000, 190859.153911914851,-357464.113841514278,-177283.302601780655,      0.866480409237,      0.131061765394,      0.116306536284
   993000.000000, 193452.654805561528,-357063.357752176933,-176930.812493517558,      0.862515087764,      0.136104893521,      0.118684254341
   996000.000000, 196034.213914609456,-356647.508751395391,-176571.212700904871,      0.858519242167,      0.141123750815,      0.121046347289
   999000.000000, 198603.739867119904,-356216.639248949068,-176204.549905381253,      0.854493004895,      0.146118606622,      0.123392944702
  1002000.000000, 201161.141677996144,-355770.820838758431,-175830.870396818151,      0.850436501411,      0.151089735507,      0.125724178053
  1005000.000000, 203706.328728177090,-355310.124283205660,-175450.220067808317,      0.846349850293,      0.156037417268,      0.128040180725
  1008000.000000, 206239.210744152369,-354834.619497382489,-175062.644407895801,      0.842233163350,      0.160961936972,      0.130341088037
  1011000.000000, 208759.697777817404,-354344.375533250102,-174668.188497738214,      0.838086545730,      0.165863584978,      0.132627037265
  1014000.000000, 211267.700186688773,-353839.460563699366,-174266.897003190301,      0.833910096053,      0.170742656979,      0.134898167674
  1017000.000000, 213763.128614500136,-353319.941866497044,-173858.814169299090,      0.829703906533,      0.175599454039,      0.137154620544
  1020000.000000, 216245.893972200574,-352785.885808106337,-173443.983814200270,      0.825468063123,      0.180434282638,      0.139396539208
  1023000.000000, 218715.907419378491,-352237.357827370113,-173022.449322905653,      0.821202645655,      0.185247454718,      0.141624069088
  1026000.000000, 221173.080346134986,-351674.422419045470,-172594.253640972223,      0.816907727998,      0.190039287736,      0.143837357739
  1029000.000000, 223617.324355432793,-351097.143117180269,-172159.439268042886,      0.812583378219,      0.194810104716,      0.146036554891
  1032000.000000, 226048.551245947165,-350505.582478322438,-171718.048251250264,      0.808229658756,      0.199560234311,      0.148221812495
  1035000.000000, 228466.672995447763,-349899.802064554999,-171270.122178474703,      0.803846626598,      0.204290010856,      0.150393284776
  1038000.000000, 230871.601744740561,-349279.862426350417,-170815.702171448414,      0.799434333479,      0.208999774432,      0.152551128284
  1041000.000000, 233263.249782200874,-348645.823085239565,-170354.828878697765,      0.794992826079,      0.213689870929,      0.154695501948
  1044000.000000, 235641.529528930143,-347997.742516292725,-169887.542468316766,      0.790522146240,      0.218360652108,      0.156826567138
  1047000.000000, 238006.353524569568,-347335.678130410379,-169413.882620564546,      0.786022331185,      0.223012475666,      0.158944487718
  1050000.000000, 240357.634413805470,-346659.686256424349,-168933.888520280074,      0.781493413760,      0.227645705296,      0.161049430114
  1053000.000000, 242695.284933602525,-345969.822123010876,-168447.598849108297,      0.776935422681,      0.232260710752,      0.163141563373
  1056000.000000, 245019.217901202210,-345266.139840418822,-167955.051777531742,      0.772348382794,      0.236857867908,      0.165221059234
  1059000.000000, 247329.346202925255,-344548.692382018548,-167456.284956701798,      0.767732315354,      0.241437558818,      0.167288092191
  1062000.000000, 249625.582783818536,-343817.531565678597,-166951.335510065896,      0.763087238306,      0.246000171771,      0.169342839564
  1065000.000000, 251907.840638187656,-343072.708034979354,-166440.240024785249,      0.758413166595,      0.250546101347,      0.171385481569
  1068000.000000, 254176.032801059046,-342314.271240275237,-165923.034542940761,      0.753710112477,      0.255075748457,      0.173416201388
  1071000.000000, 256430.072340615821,-341542.269419619406,-165399.754552524246,      0.748978085857,      0.259589520397,      0.175435185244
  1074000.000000, 258669.872351654252,-340756.749579568394,-164870.434978213656,      0.744217094633,      0.264087830876,      0.177442622469
  1077000.000000, 260895.345950108313,-339957.757475885504,-164335.110171932349,      0.739427145060,      0.268571100050,      0.179438705579
  1080000.000000, 263106.406268691528,-339145.337594166573,-163793.813903193397,      0.734608242134,      0.273039754544,      0.181423630344
  1083000.000000, 265302.966453706496,-338319.533130415366,-163246.579349231644,      0.729760389987,      0.277494227462,      0.183397595858
  1086000.000000, 267484.939663073455,-337480.385971596930,-162693.439084927668,      0.724883592301,      0.281934958393,      0.185360804606
  1089000.000000, 269652.239065629605,-336627.936676205136,-162134.425072529062,      0.719977852746,      0.286362393392,      0.187313462537
  1092000.000000, 271804.777841752104,-335762.224454880634,-161569.568651176232,      0.715043175423,      0.290776984968,      0.189255779118
  1095000.000000, 273942.469185357855,-334883.287151122116,-160998.900526241545,      0.710079565336,      0.295179192032,      0.191187967402
  1098000.000000, 276065.226307332166,-333991.161222136929,-160422.450758491876,      0.705087028876,      0.299569479856,      0.193110244083
  1101000.000000, 278172.962440439907,-333085.881719880621,-159840.248753087188,      0.700065574323,      0.303948319991,      0.195022829547
  1104000.000000, 280265.590845771600,-332167.482272341149,-159252.323248428438,      0.695015212369,      0.308316190179,      0.196925947921
  1107000.000000, 282343.024820775958,-331235.995065125404,-158658.702304871491,      0.689935956653,      0.312673574245,      0.198819827114
  1110000.000000, 284405.177708930569,-330291.450823413441,-158059.413293325051,      0.684827824315,      0.317020961959,      0.200704698855
  1113000.000000, 286451.962911100534,-329333.878794347809,-157454.482883753226,      0.679690836569,      0.321358848881,      0.202580798715
  1116000.000000, 288483.293898634263,-328363.306729931908,-156843.937033606431,      0.674525019289,      0.325687736177,      0.204448366134
  1119000.000000, 290499.084228242515,-327379.760870517173,-156227.800976206403,      0.669330403612,      0.330008130412,      0.206307644426
  1122000.000000, 292499.247558705451,-326383.265928962326,-155606.099209114705,      0.664107026551,      0.334320543307,      0.208158880783
  1125000.000000, 294483.697669450135,-325373.845075556019,-154978.855482516461,      0.658854931630,      0.338625491473,      0.210002326261
  1128000.000000, 296452.348481034627,-324351.519923796528,-154346.092787655245,      0.653574169520,      0.342923496107,      0.211838235760
  1131000.000000, 298405.114077573991,-323316.310517131351,-153707.833345356310,      0.648264798697,      0.347215082653,      0.213666867985
  1134000.000000, 300341.908731136995,-322268.235316762060,-153064.098594681011,      0.642926886099,      0.351500780432,      0.215488485397
  1137000.000000, 302262.646928135888,-321207.311190625594,-152414.909181755938,      0.637560507795,      0.355781122227,      0.217303354147
  1140000.000000, 304167.243397727900,-320133.553403670026,-151760.284948825545,      0.632165749659,      0.360056643836,      0.219111743989
  1143000.000000, 306055.613142237416,-319046.975609544257,-151100.244923578924,      0.626742708041,      0.364327883576,      0.220913928187
  1146000.000000, 307927.671469602210,-317947.589843828930,-150434.807308805204,      0.621291490445,      0.368595381749,      0.222710183391
  1149000.000000, 309783.334027837322,-316835.406518937380,-149763.989472434798,      0.615812216196,      0.372859680063,      0.224500789497
  1152000.000000, 311622.516841502569,-315710.434420820209,-149087.807938027894,      0.610305017109,      0.377121321012,      0.226286029494
  1155000.000000, 313445.136350148008,-314572.680707609747,-148406.278375773021,      0.604770038138,      0.381380847198,      0.228066189277
  1158000.000000, 315251.109448703472,-313422.150910344149,-147719.415594063641,      0.599207438020,      0.385638800625,      0.229841557444
  1161000.000000, 317040.353529764572,-312258.848935911315,-147027.233531721897,      0.593617389898,      0.389895721926,      0.231612425071
  1164000.000000, 318812.786527718417,-311082.777072356374,-146329.745250942797,      0.588000081922,      0.394152149556,      0.233379085457
  1167000.000000, 320568.326964637323,-309893.935996694665,-145626.962931034272,      0.582355717825,      0.398408618933,      0.235141833845
  1170000.000000, 322306.893997856299,-308692.324785375211,-144918.897863030725,      0.576684517471,      0.402665661529,      0.236900967121
  1173000.000000, 324028.407469136873,-307477.940927534655,-144205.560445260489,      0.570986717362,      0.406923803916,      0.238656783479
  1176000.000000, 325732.787955303327,-306250.780341183709,-143486.960179948277,      0.565262571113,      0.411183566768,      0.240409582065
  1179000.000000, 327419.956820223655,-305010.837392461137,-142763.105670935969,      0.559512349871,      0.415445463816,      0.242159662589
  1182000.000000, 329089.836267990118,-303758.104918088182,-142034.004622604756,      0.553736342697,      0.419710000757,      0.243907324911
  1185000.000000, 330742.349397140439,-302492.574251149083,-141299.663840082387,      0.547934856875,      0.423977674125,      0.245652868596
  1188000.000000, 332377.420255741221,-301214.235250315862,-140560.089230818499,      0.542108218177,      0.428248970130,      0.247396592450
  1191000.000000, 333994.973897141230,-299923.076332627621,-139815.285807609966,      0.536256771045,      0.432524363450,      0.249138794018
  1194000.000000, 335594.936436185031,-298619.084509922075,-139065.257693156193,      0.530380878714,      0.436804315998,      0.250879769063
  1197000.000000, 337177.235105660977,-297302.245429007802,-138310.008126222325,      0.524480923245,      0.441089275668,      0.252619811019
  1200000.000000, 338741.798312742729,-295972.543415649096,-137549.539469484793,      0.518557305486,      0.445379675049,      0.254359210414
  1203000.000000, 340288.555695169198,-294629.961522422847,-136783.853219130368,      0.512610444936,      0.449675930125,      0.256098254278
  1206000.000000, 341817.438176891999,-293274.481580489897,-136012.950016274001,      0.506640779525,      0.453978438970,      0.257837225525
  1209000.000000, 343328.378022908291,-291906.084255304071,-135236.829660257674,      0.500648765293,      0.458287580429,      0.259576402315
  1212000.000000, 344821.308892984409,-290524.749106265430,-134455.491123883519,      0.494634875968,      0.462603712809,      0.261316057404
  1215000.000000, 346296.165893964644,-289130.454650301603,-133668.932570629782,      0.488599602444,      0.466927172568,      0.263056457473
  1218000.000000, 347752.885630351375,-287723.178429340769,-132877.151373888570,      0.482543452151,      0.471258273033,      0.264797862451
  1221000.000000, 349191.406252834888,-286302.897081616917,-132080.144138256728,      0.476466948320,      0.475597303132,      0.266540524825
  1224000.000000, 350611.667504446406,-284869.586416722508,-131277.906722900429,      0.470370629131,      0.479944526163,      0.268284688945
  1227000.000000, 352013.610764005047,-283423.221494302619,-130470.434267005156,      0.464255046759,      0.484300178598,      0.270030590331
  1230000.000000, 353397.179086526914,-281963.776706254575,-129657.721217309809,      0.458120766307,      0.488664468944,      0.271778454980
  1233000.000000, 354762.317240269971,-280491.225862275634,-128839.761357713796,      0.451968364628,      0.493037576651,      0.273528498675
  1236000.000000, 356108.971740088600,-279005.542278573383,-128016.547840932340,      0.445798429045,      0.497419651098,      0.275280926310
  1239000.000000, 357437.090876782720,-277506.698869527085,-127188.073222163279,      0.439611555959,      0.501810810642,      0.277035931227
  1242000.000000, 358746.624742135115,-275994.668242065003,-126354.329494715654,      0.433408349367,      0.506211141755,      0.278793694571
  1245000.000000, 360037.525249344064,-274469.422792496684,-125515.308127536875,      0.427189419279,      0.510620698257,      0.280554384669
  1248000.000000, 361309.746148575330,-272930.934805515630,-124671.000104562860,      0.420955380044,      0.515039500636,      0.282318156439
  1251000.000000, 362563.243037376611,-271379.176555067184,-123821.395965801566,      0.414706848602,      0.519467535483,      0.284085150825
  1254000.000000, 363797.973365720070,-269814.120406753791,-122966.485850048688,      0.408444442654,      0.523904755036,      0.285855494274
  1257000.000000, 365013.896435463452,-268235.738921434444,-122106.259539120918,      0.402168778768,      0.528351076840,      0.287629298246
  1260000.000000, 366210.973394047411,-266644.004959655460,-121240.706503480949,      0.395880470435,      0.532806383533,      0.289406658781
  1263000.000000, 367389.167222277494,-265038.891786539927,-120369.815949116732,      0.389580126072,      0.537270522755,      0.291187656095
  1266000.000000, 368548.442716070218,-263420.373176748690,-119493.576865527124,      0.383268346996,      0.541743307192,      0.292972354244
  1269000.000000, 369688.766462075873,-261788.423519120464,-118611.978074656756,      0.376945725370,      0.546224514746,      0.294760800832
  1272000.000000, 370810.106807127886,-260143.017920591548,-117725.008280613678,      0.370612842141,      0.550713888845,      0.296553026779
  1275000.000000, 371912.433821501676,-258484.132308995147,-116832.656119996667,      0.364270264981,      0.555211138882,      0.298349046147
  1278000.000000, 372995.719256006589,-256811.743534340669,-115934.910212652379,      0.357918546235,      0.559715940786,      0.300148856028
  1281000.000000, 374059.936492968234,-255125.829468178476,-115031.759212678371,      0.351558220901,      0.564227937727,      0.301952436493
  1284000.000000, 375105.060491200769,-253426.369100663083,-114123.191859484330,      0.345189804646,      0.568746740949,      0.303759750604
  1287000.000000, 376131.067725102243,-251713.342634939880,-113209.197028722774,      0.338813791876,      0.573271930717,      0.305570744488
  1290000.000000, 377137.936118044658,-249986.731578494597,-112289.763782900249,      0.332430653862,      0.577803057393,      0.307385347476
  1293000.000000, 378125.644970267080,-248246.518831122667,-111364.881421481783,      0.326040836952,      0.582339642614,      0.309203472304
  1296000.000000, 379094.174881511601,-246492.688769197499,-110434.539530304741,      0.319644760856,      0.586881180580,      0.311025015370
  1299000.000000, 380043.507668677077,-244725.227325938933,-109498.728030123297,      0.313242817041,      0.591427139431,      0.312849857055
  1302000.000000, 380973.626278793090,-242944.122067411197,-108557.437224110690,      0.306835367221,      0.595976962715,      0.314677862099
  1305000.000000, 381884.514697645034,-241149.362264007214,-107610.657844154426,      0.300422741963,      0.600530070927,      0.316508880028
  1308000.000000, 382776.157854404591,-239340.938957206614,-106658.381095789053,      0.294005239421,      0.605085863121,      0.318342745636
  1311000.000000, 383648.541522641724,-237518.845021427493,-105700.598701620620,      0.287583124196,      0.609643718566,      0.320179279506
  1314000.000000, 384501.652218110627,-235683.075220824103,-104737.302943109084,      0.281156626320,      0.614202998454,      0.322018288584
  1317000.000000, 385335.477093717549,-233833.626260917110,-103768.486700586582,      0.274725940394,      0.618763047641,      0.323859566780
  1320000.000000, 386150.003832087968,-231970.496834976831,-102794.143491403040,      0.268291224855,      0.623323196400,      0.325702895613
  1323000.000000, 386945.220536157256,-230093.687665114441,-101814.267506104108,      0.261852601386,      0.627882762192,      0.327548044882
  1326000.000000, 387721.115618213953,-228203.201538069377,-100828.853642560527,      0.255410154477,      0.632441051430,      0.329394773357
  1329000.000000, 388477.677687823016,-226299.043335714814, -99837.897537982979,      0.248963931117,      0.636997361236,      0.331242829493
  1332000.000000, 389214.895439053711,-224381.220060334657, -98841.395598771036,      0.242513940638,      0.641550981167,      0.333091952165
  1335000.000000, 389932.757537430793,-222449.740854756878, -97839.345028159572,      0.236060154686,      0.646101194915,      0.334941871400
  1338000.000000, 390631.252507017576,-220504.617017456912, -96831.743851641208,      0.229602507336,      0.650647281963,      0.336792309121
  1341000.000000, 391310.368618026783,-218545.862012772413, -95818.590940157301,      0.223140895331,      0.655188519182,      0.338642979897
  1344000.000000, 391970.093775341287,-216573.491476396768, -94799.886031064219,      0.216675178446,      0.659724182382,      0.340493591672
  1347000.000000, 392610.415408309083,-214587.523216341302, -93775.629746895444,      0.210205179971,      0.664253547782,      0.342343846504
  1350000.000000, 393231.320362156490,-212587.977209578239, -92745.823611952466,      0.203730687310,      0.668775893415,      0.344193441275
  1353000.000000, 393832.794791344204,-210574.875594594370, -91710.470066769369,      0.197251452675,      0.673290500452,      0.346042068396
  1356000.000000, 394414.824055166158,-208548.242660102260, -90669.572480507530,      0.190767193882,      0.677796654438,      0.347889416482
  1359000.000000, 394977.392615868361,-206508.104830168013, -89623.135161346509,      0.184277595236,      0.682293646443,      0.349735171014
  1362000.000000, 395520.483939539641,-204454.490646027320, -88571.163364946493,      0.177782308495,      0.686780774118,      0.351579014960
  1365000.000000, 396044.080399999511,-202387.430744867801, -87513.663301065710,      0.171280953900,      0.691257342665,      0.353420629383
  1368000.000000, 396548.163185884536,-200306.957835862675, -86450.642138423107,      0.164773121274,      0.695722665695,      0.355259694006
  1371000.000000, 397032.712211108010,-198213.106673743285, -85382.108007903036,      0.158258371175,      0.700176066010,      0.357095887748
  1374000.000000, 397497.706028841203,-196105.914030199347, -84308.070004203066,      0.151736236087,      0.704616876276,      0.358928889229
  1377000.000000, 397943.121749142942,-193985.418663394492, -83228.538186030666,      0.145206221659,      0.709044439600,      0.360758377230
  1380000.000000, 398368.934960336599,-191851.661285881768, -82143.523574957464,      0.138667807964,      0.713458110021,      0.362584031129
  1383000.000000, 398775.119654214359,-189704.684531199688, -81053.038153041765,      0.132120450790,      0.717857252901,      0.364405531287
  1386000.000000, 399161.648155123636,-187544.532919421588, -79957.094859331657,      0.125563582939,      0.722241245231,      0.366222559405
  1389000.000000, 399528.491052972095,-185371.252821925678, -78855.707585361262,      0.118996615534,      0.726609475847,      0.368034798840
