# Time(s), X(km), Y(km), Z(km), VX(km/s), VY(km/s), VZ(km/s)
   153000.000000,-413415.702163026959,  37559.453384243505,  16349.305609518142,     -0.378199151482,     -0.601357644044,     -0.366586387562
   156000.000000,-414537.007960113464,  35758.393436073515,  15250.700074569830,     -0.369333275373,     -0.599338637370,     -0.365812076152
   159000.000000,-415631.671776345698,  33963.483648437417,  14154.464463487382,     -0.360437355976,     -0.597257542556,     -0.365006453859
   162000.000000,-416699.599140932143,  32174.910231175818,  13060.692568831568,     -0.351508476957,     -0.595114397725,     -0.364169614203
   165000.000000,-417740.686629344069,  30392.859261859958,  11969.477900576372,     -0.342543584381,     -0.592909253706,     -0.363301652355
   168000.000000,-418754.821440342988,  28617.516640470360,  10880.913678362711,     -0.333539479878,     -0.590642178923,     -0.362402667031
   171000.000000,-419741.880952025589,  26849.068028586105,   9795.092817773348,     -0.324492813487,     -0.588313264842,     -0.361472762589
   174000.000000,-420701.732255904120,  25087.698771348925,   8712.107909966360,     -0.315400076173,     -0.585922632019,     -0.360512051362
   177000.000000,-421634.231668054068,  23333.593800280749,   7632.051193933050,     -0.306257592019,     -0.583470436825,     -0.359520656250
   180000.000000,-422539.224216380273,  21586.937514830064,   6555.014520567961,     -0.297061510116,     -0.580956878915,     -0.358498713589
   183000.000000,-423416.543103092525,  19847.913640300252,   5481.089307652962,     -0.287807796152,     -0.578382209518,     -0.357446376344
   186000.000000,-424266.009141532180,  18116.705059570493,   4410.366484763731,     -0.278492223726,     -0.575746740634,     -0.356363817641
   189000.000000,-425087.430166569829,  16393.493615755800,   3342.936427004944,     -0.269110365417,     -0.573050855227,     -0.355251234687
   192000.000000,-425880.600417892041,  14678.459882665915,   2278.888876369472,     -0.259657583651,     -0.570295018515,     -0.354108853111
   195000.000000,-426645.299895624630,  12971.782899612193,   1218.312849396599,     -0.250129021404,     -0.567479790468,     -0.352936931761
   198000.000000,-427381.293687904486,  11273.639866776135,    161.296529674260,     -0.240519592804,     -0.564605839623,     -0.351735768019
   201000.000000,-428088.331270216964,   9584.205796992270,   -892.072856409645,     -0.230823973720,     -0.561673958344,     -0.350505703663
   204000.000000,-428766.145776567806,   7903.653119411604,  -1941.709182411758,     -0.221036592419,     -0.558685079667,     -0.349247131345
   207000.000000,-429414.453242868418,   6232.151230099718,  -2987.527584978400,     -0.211151620400,     -0.555640295860,     -0.347960501720
   210000.000000,-430032.951823285548,   4569.865984187168,  -4029.444649465591,     -0.201162963563,     -0.552540878847,     -0.346646331311
   213000.000000,-430621.320980758464,   2916.959123730746,  -5067.378620286539,     -0.191064253847,     -0.549388302672,     -0.345305211142
   216000.000000,-431179.220653418452,   1273.587634965668,  -6101.249638425242,     -0.180848841563,     -0.546184268137,     -0.343937816224
   219000.000000,-431706.290399284859,   -360.096971864854,  -7130.980008747032,     -0.170509788621,     -0.542930729807,     -0.342544915945
   222000.000000,-432202.148522356991,  -1983.949467418633,  -8156.494499932739,     -0.160039862947,     -0.539629925524,     -0.341127385439
   225000.000000,-432666.391184100125,  -3597.831800720921,  -9177.720680059680,     -0.149431534386,     -0.536284408625,     -0.339686217995
   228000.000000,-433098.591505343153,  -5201.614097499545, -10194.589291045539,     -0.138676972474,     -0.532897082998,     -0.338222538566
   231000.000000,-433498.298664789356,  -6795.175768167918, -11207.034665355153,     -0.127768046481,     -0.529471241145,     -0.336737618441
   234000.000000,-433865.037001703458,  -8378.406734660779, -12214.995188538334,     -0.116696328239,     -0.526010605378,     -0.335232891138
   237000.000000,-434198.305131897796,  -9951.208785688657, -13218.413811310606,     -0.105453098282,     -0.522519372250,     -0.333709969549
   240000.000000,-434497.575087918492, -11513.497070246462, -14217.238614997772,     -0.094029355947,     -0.519002260298,     -0.332170664370
   243000.000000,-434762.291496338614, -13065.201739356033, -15211.423434226401,     -0.082415834139,     -0.515464561127,     -0.330617003834
   246000.000000,-434991.870807325526, -14606.269746001994, -16200.928540740621,     -0.070603019554,     -0.511912193772,     -0.329051254727
   249000.000000,-435185.700594164256, -16136.666812987394, -17185.721392142372,     -0.058581179247,     -0.508351762255,     -0.327475944644
   252000.000000,-435343.138943201688, -17656.379577934804, -18165.777449166340,     -0.046340394515,     -0.504790616084,     -0.325893885406
   255000.000000,-435463.513957723568, -19165.417923825178, -19141.081064786842,     -0.033870603153,     -0.501236913370,     -0.324308197504
   258000.000000,-435546.123402577359, -20663.817502227630, -20111.626447984007,     -0.021161651226,     -0.497699686079,     -0.322722335389
   261000.000000,-435590.234519880381, -22151.642454645484, -21077.418704338314,     -0.008203355557,     -0.494188906732,     -0.321140113357
   264000.000000,-435595.084049871250, -23628.988335096692, -22038.474954740846,      0.005014421783,     -0.490715555691,     -0.319565731675
   267000.000000,-435559.878494798613, -25095.985234062300, -22994.825532363648,      0.018501685723,     -0.487291687915,     -0.318003802548
   270000.000000,-435483.794667616137, -26552.801100172092, -23946.515256589995,      0.032268205865,     -0.483930497768,     -0.316459375361
   273000.000000,-435365.980571035005, -27999.645251348953, -24893.604780818656,      0.046323398370,     -0.480646380203,     -0.314937960567
   276000.000000,-435205.556656028610, -29436.772061503700, -25836.172008889884,      0.060676190937,     -0.477454986244,     -0.313445551402
   279000.000000,-435001.617511978315, -30864.484802172730, -26774.313572300394,      0.075334869923,     -0.474373270363,     -0.311988642526
   282000.000000,-434753.234043062374, -32283.139610655759, -27708.146357352904,      0.090306908981,     -0.471419526934,     -0.310574244483
   285000.000000,-434459.456186920172, -33693.149547206100, -28637.809067909770,      0.105598778896,     -0.468613412583,     -0.309209892757
   288000.000000,-434119.316231743433, -35094.988693664585, -29563.463805493386,      0.121215738884,     -0.465975950844,     -0.307903650039
   291000.000000,-433731.832786364888, -36489.196234685944, -30485.297644126935,      0.137161610163,     -0.463529515217,     -0.306664100190
   294000.000000,-433296.015454226290, -37876.380450540346, -31403.524172596972,      0.153438533472,     -0.461297786448,     -0.305500332281
   297000.000000,-432810.870255873888, -39257.222537637812, -32318.384971842192,      0.170046713047,     -0.459305679665,     -0.304421913021
   300000.000000,-432275.405835417449, -40632.480159793486, -33230.150990073394,      0.186984150696,     -0.457579237013,     -0.303438845872
   303000.000000,-431688.640473815904, -42002.990620330442, -34139.123773202191,      0.204246374743,     -0.456145481570,     -0.302561515207
   306000.000000,-431049.609915581008, -43369.673533050060, -35045.636503449139,      0.221826169924,     -0.455032228759,     -0.301800614040
   309000.000000,-430357.375995340757, -44733.532859672967, -35950.054794918833,      0.239713315591,     -0.454267852139,     -0.301167054103
   312000.000000,-429611.036026643298, -46095.658173480093, -36852.777191823458,      0.257894340892,     -0.453881001502,     -0.300671857435
   315000.000000,-428809.732887634484, -47457.225004575434, -37754.235313299265,      0.276352306729,     -0.453900272538,     -0.300326029189
   318000.000000,-427952.665707308217, -48819.494122512006, -38654.893588804662,      0.295066625275,     -0.454353829069,     -0.300140412002
   321000.000000,-427039.101022756076, -50183.809618014442, -39555.248530319819,      0.314012928380,     -0.455268980912,     -0.300125523087
   324000.000000,-426068.384243431268, -51551.595658128921, -40455.827492350858,      0.333162996382,     -0.456671722738,     -0.300291376101
   327000.000000,-425039.951224468532, -52924.351809055355, -41357.186878358894,      0.352484758367,     -0.458586241869,     -0.300647290817
   330000.000000,-423953.339719456329, -54303.646848554810, -42259.909762841875,      0.371942373794,     -0.461034405498,     -0.301201694644
   333000.000000,-422808.200455889222, -55691.111025122555, -43164.602911878043,      0.391496403562,     -0.464035240335,     -0.301961920990
   336000.000000,-421604.307556096755, -57088.426763474177, -44071.893201270439,      0.411104075946,     -0.467604419862,     -0.302934010337
   339000.000000,-420341.568014960387, -58497.317864104582, -44982.423450050344,      0.430719649506,     -0.471753776042,     -0.304122520534
   342000.000000,-419020.029945155547, -59919.537296919443, -45896.847707304027,      0.450294871175,     -0.476490853331,     -0.305530353218
   345000.000000,-417639.889312466839, -61356.853742806685, -46815.826051156881,      0.469779523404,     -0.481818522905,     -0.307158603307
   348000.000000,-416201.494908732362, -62811.037089657577, -47740.018979180684,      0.489122049802,     -0.487734674098,     -0.309006438174
   351000.000000,-414705.351348121651, -64283.843137645068, -48670.081488277436,      0.508270244469,     -0.494231998085,     -0.311071012347
   354000.000000,-413152.119922740036, -65776.997809382432, -49606.656958020103,      0.527171986408,     -0.501297875827,     -0.313347422448
   357000.000000,-411542.617214006023, -67292.181191039126, -50550.370963377885,      0.545775997474,     -0.508914378425,     -0.315828705576
   360000.000000,-409877.811424017884, -68831.011748243167, -51501.825149808457,      0.564032600439,     -0.517058383486,     -0.318505882586
   363000.000000,-408158.816462675983, -70395.031064096547, -52461.591305251226,      0.581894453101,     -0.525701806202,     -0.321368045846
   366000.000000,-406386.883897721185, -71985.689435282402, -53430.205759364471,      0.599317235138,     -0.534811938892,     -0.324402489097
   369000.000000,-404563.392942077422, -73604.332636505642, -54408.164230581162,      0.616260266408,     -0.544351888190,     -0.327594875308
   372000.000000,-402689.838712216297, -75252.190124859073, -55395.917226772799,      0.632687038603,     -0.554281095057,     -0.330929436842
   375000.000000,-400767.819039576454, -76930.364906505682, -56393.866086412309,      0.648565646271,     -0.564555919806,     -0.334389201065
   378000.000000,-398799.020152088953, -78639.825231337614, -57402.359725279217,      0.663869107921,     -0.575130272331,     -0.337956233787
   381000.000000,-396785.201563333801, -80381.398220414601, -58421.692130263538,      0.678575572850,     -0.585956266961,     -0.341611892560
   384000.000000,-394728.180512576248, -82155.765469471022, -59452.100618041834,      0.692668414193,     -0.596984881697,     -0.345337082018
   387000.000000,-392629.816290699993, -83963.460612862371, -60493.764853579516,      0.706136213099,     -0.608166602946,     -0.349112503931
   390000.000000,-390491.994766502467, -85804.868778787917, -61546.806602640172,      0.718972642696,     -0.619452039075,     -0.352918895492
   393000.000000,-388316.613397193491, -87680.227820629952, -62611.290174595459,      0.731176263454,     -0.630792488877,     -0.356737250424
   396000.000000,-386105.566968865227, -89589.631172216235, -63687.223497386447,      0.742750243567,     -0.642140454195,     -0.360549018716
   399000.000000,-383860.734269919165, -91533.032147433623, -64774.559755764232,      0.753702019102,     -0.653450089220,     -0.364336282019
   402000.000000,-381583.965855574061, -93510.249486903005, -65873.199516945431,      0.764042908954,     -0.664677582096,     -0.368081902996
   405000.000000,-379277.073017002840, -95520.973945811595, -66982.993264346733,      0.773787699164,     -0.675781467394,     -0.371769648016
   408000.000000,-376941.818026302266, -97564.775716489487, -68103.744259732732,      0.782954210196,     -0.686722870496,     -0.375384283532
   411000.000000,-374579.905689887120, -99641.112485638150, -69235.211656433297,      0.791562859263,     -0.697465686974,     -0.378911647332
   414000.000000,-372192.976209032815,-101749.337937844888, -70377.113790713818,      0.799636228154,     -0.707976701611,     -0.382338696391
   417000.000000,-369782.599317742337,-103888.710532710524, -71529.131584358183,      0.807198645139,     -0.718225652814,     -0.385653533552
   420000.000000,-367350.269645060936,-106058.402401215339, -72690.911998525131,      0.814275787744,     -0.728185248792,     -0.388845415451
   423000.000000,-364897.403231273580,-108257.508226634003, -73862.071486492350,      0.820894311427,     -0.737831142195,     -0.391904744278
   426000.000000,-362425.335114727030,-110485.053995360809, -75042.199400612953,      0.827081507602,     -0.747141869843,     -0.394823045914
   429000.000000,-359935.317897782312,-112740.005522598993, -76230.861316355629,      0.832864993102,     -0.756098763934,     -0.397592936914
   432000.000000,-357428.521196015237,-115021.276676391237, -77427.602243445901,      0.838272431951,     -0.764685840681,     -0.400208082621
   435000.000000,-354906.031873581873,-117327.737240496106, -78631.949700703262,      0.843331289399,     -0.772889671754,     -0.402663148514
   438000.000000,-352368.854969014472,-119658.220371890871, -79843.416637077680,      0.848068617417,     -0.780699243331,     -0.404953746616
   441000.000000,-349817.915219013637,-122011.529622084752, -81061.504186580409,      0.852510870271,     -0.788105806897,     -0.407076378594
   444000.000000,-347254.059092520154,-124386.445502947041, -82285.704249272458,      0.856683748445,     -0.795102725325,     -0.409028376907
   447000.000000,-344678.057253026462,-126781.731587461414, -83515.501894244750,      0.860612068878,     -0.801685317191,     -0.410807845160
   450000.000000,-342090.607373336621,-129196.140143837081, -84750.377583645037,      0.864319659393,     -0.807850701723,     -0.412413598588
   453000.000000,-339492.337233507656,-131628.417307897849, -85989.809219337709,      0.867829275119,     -0.813597646323,     -0.413845105437
   456000.000000,-336883.808039256372,-134077.307803810050, -87233.274015792180,      0.871162534735,     -0.818926418154,     -0.415102429824
   459000.000000,-334265.517904525797,-136541.559227179619, -88480.250204352953,      0.874339874443,     -0.823838640965,     -0.416186176529
   462000.000000,-331637.905448049714,-139019.925907522702, -89730.218575215898,      0.877380517677,     -0.828337157970,     -0.417097438051
   465000.000000,-329001.353459547099,-141511.172369258100, -90982.663864285481,      0.880302458670,     -0.832425901392,     -0.417837744174
   468000.000000,-326356.192596581532,-144014.076411828748, -92237.075992671249,      0.883122458168,     -0.836109769056,     -0.418409014181
   471000.000000,-323702.705078104394,-146527.431830464222, -93492.951166950472,      0.885856049675,     -0.839394508251,     -0.418813511829
   474000.000000,-321041.128345270408,-149050.050799557270, -94749.792848519166,      0.888517554792,     -0.842286606948,     -0.419053803100
   477000.000000,-318371.658664278162,-151580.765940738784, -96007.112600412511,      0.891120106323,     -0.844793192372,     -0.419132716760
   480000.000000,-315694.454649766325,-154118.432097573386, -97264.430819927569,      0.893675677937,     -0.846921936821,     -0.419053307663
   483000.000000,-313009.640690714063,-156661.927838425472, -98521.277365250877,      0.896195119334,     -0.848680970599,     -0.418818822773
   486000.000000,-310317.310263879306,-159210.156708511728, -99777.192084099472,      0.898688195902,     -0.850078801840,     -0.418432669804
   489000.000000,-307617.529122588283,-161762.048251503060,-101031.725252142656,      0.901163632015,     -0.851124243003,     -0.417898388414
   492000.000000,-304910.338351186190,-164316.558820292499,-102284.437928695159,      0.903629157174,     -0.851826343781,     -0.417219623847
   495000.000000,-302195.757277704251,-166872.672195736755,-103534.902236868395,      0.906091554277,     -0.852194330124,     -0.416400102910
   498000.000000,-299473.786239305162,-169429.400031318859,-104782.701575044528,      0.908556709395,     -0.852237549114,     -0.415443612192
   501000.000000,-296744.409196864755,-171985.782140789262,-106027.430766202539,      0.911029662484,     -0.851965419360,     -0.414353978396
   504000.000000,-294007.596196643717,-174540.886644928862,-107268.696151280295,      0.913514658536,     -0.851387386630,     -0.413135050675
   507000.000000,-291263.305678419652,-177093.809992654395,-108506.115632407964,      0.916015198716,     -0.850512884398,     -0.411790684858
   510000.000000,-288511.486630696221,-179643.676870755735,-109739.318671495421,      0.918534091114,     -0.849351299000,     -0.410324729444
   513000.000000,-285752.080594697851,-182189.640015630692,-110967.946249305824,      0.921073500751,     -0.847911939090,     -0.408741013242
   516000.000000,-282985.023519805167,-184730.879939463834,-112191.650789799052,      0.923634998566,     -0.846204009098,     -0.407043334558
   519000.000000,-280210.247473897063,-187266.604582393164,-113410.096054185226,      0.926219609121,     -0.844236586383,     -0.405235451801
   522000.000000,-277427.682212754327,-189796.048901322414,-114622.957008792277,      0.928827856822,     -0.842018601791,     -0.403321075398
   525000.000000,-274637.256613248028,-192318.474405176123,-115829.919670523857,      0.931459810485,     -0.839558823350,     -0.401303860921
   528000.000000,-271838.899975504202,-194833.168645558151,-117030.680933365831,      0.934115126097,     -0.836865842798,     -0.399187403309
   531000.000000,-269032.543199598207,-197339.444670970348,-118224.948379094014,      0.936793087684,     -0.833948064719,     -0.396975232100
   534000.000000,-266218.119842613232,-199836.640451977495,-119412.440075042381,      0.939492646194,     -0.830813697998,     -0.394670807554
   537000.000000,-263395.567062088172,-202324.118283968186,-120592.884361511475,      0.942212456345,     -0.827470749388,     -0.392277517609
   540000.000000,-260564.826452005334,-204801.264173465461,-121766.019631132251,      0.944950911417,     -0.823927018943,     -0.389798675551
   543000.000000,-257725.844777522114,-207267.487213282846,-122931.594102250470,      0.947706175960,     -0.820190097113,     -0.387237518341
   546000.000000,-254878.574614649493,-209722.218951204442,-124089.365588163069,      0.950476216459,     -0.816267363299,     -0.384597205512
   549000.000000,-252022.974901026493,-212164.912756292353,-125239.101263819059,      0.953258829947,     -0.812165985688,     -0.381880818571
   552000.000000,-249159.011403843091,-214595.043186390045,-126380.577431394850,      0.956051670630,     -0.807892922187,     -0.379091360836
   555000.000000,-246286.657110828062,-217012.105359897076,-127513.579285966422,      0.958852274562,     -0.803454922311,     -0.376231757652
   558000.000000,-243405.892550052842,-219415.614334438316,-128637.900682328909,      0.961658082439,     -0.798858529871,     -0.373304856935
   561000.000000,-240516.706044108549,-221805.104494637315,-129753.343903856701,      0.964466460568,     -0.794110086331,     -0.370313429978
   564000.000000,-237619.093904002133,-224180.128950829589,-130859.719434154715,      0.967274720093,     -0.789215734727,     -0.367260172498
   567000.000000,-234713.060567887354,-226540.258950213873,-131956.845732122485,      0.970080134565,     -0.784181424025,     -0.364147705861
   570000.000000,-231798.618689507362,-228885.083301636623,-133044.549010937946,      0.972879955909,     -0.779012913834,     -0.360978578459
   573000.000000,-228875.789180977590,-231214.207814937574,-134122.663021364569,      0.975671428910,     -0.773715779389,     -0.357755267215
   576000.000000,-225944.601214286813,-233527.254755543952,-135191.028839695093,      0.978451804264,     -0.768295416721,     -0.354480179164
   579000.000000,-223005.092185641348,-235823.862314795173,-136249.494660565804,      0.981218350311,     -0.762757047966,     -0.351155653113
   582000.000000,-220057.307646527042,-238103.684096294746,-137297.915594805614,      0.983968363504,     -0.757105726730,     -0.347783961336
   585000.000000,-217101.301205115422,-240366.388618431316,-138336.153472424543,      0.986699177724,     -0.751346343494,     -0.344367311301
   588000.000000,-214137.134401399584,-242611.658833073860,-139364.076650794916,      0.989408172493,     -0.745483630992,     -0.340907847405
   591000.000000,-211164.876559209515,-244839.191660333221,-140381.559828034573,      0.992092780185,     -0.739522169534,     -0.337407652702
   594000.000000,-208184.604618028447,-247048.697539184097,-141388.483861564659,      0.994750492294,     -0.733466392250,     -0.333868750625
   597000.000000,-205196.402947314869,-249239.899993663654,-142384.735591784149,      0.997378864842,     -0.727320590231,     -0.330293106673
   600000.000000,-202200.363145823765,-251412.535214297270,-143370.207670777367,      0.999975522981,     -0.721088917536,     -0.326682630076
   603000.000000,-199196.583828221977,-253566.351654350234,-144344.798395950958,      1.002538164871,     -0.714775396065,     -0.323039175421
   606000.000000,-196185.170401103038,-255701.109640464652,-145308.411548480304,      1.005064564883,     -0.708383920276,     -0.319364544227
   609000.000000,-193166.234830327419,-257816.580997210986,-146260.956236432801,      1.007552576186,     -0.701918261742,     -0.315660486487
   612000.000000,-190139.895401445567,-259912.548685062618,-147202.346742426860,      1.010000132778,     -0.695382073544,     -0.311928702153
   615000.000000,-187106.276474802056,-261988.806451289187,-148132.502375678770,      1.012405251011,     -0.688778894487,     -0.308170842574
   618000.000000,-184065.508236770664,-264045.158493258175,-149051.347328286531,      1.014766030656,     -0.682112153159,     -0.304388511882
   621000.000000,-181017.726448431466,-266081.419133633492,-149958.810535597673,      1.017080655548,     -0.675385171802,     -0.300583268330
   624000.000000,-177963.072192871739,-268097.412506964291,-150854.825540509220,      1.019347393863,     -0.668601170036,     -0.296756625575
   627000.000000,-174901.691622172337,-270092.972257165122,-151739.330361549539,      1.021564598059,     -0.661763268397,     -0.292910053916
   630000.000000,-171833.735705030558,-272067.941245400463,-152612.267364595726,      1.023730704519,     -0.654874491732,     -0.289044981480
   633000.000000,-168759.359975867264,-274022.171267899219,-153473.583138083981,      1.025844232919,     -0.647937772431,     -0.285162795366
   636000.000000,-165678.724286171491,-275955.522783242632,-154323.228371575708,      1.027903785376,     -0.640955953507,     -0.281264842739
   639000.000000,-162591.992558749625,-277867.864648682822,-155161.157737547852,      1.029908045367,     -0.633931791538,     -0.277352431881
   642000.000000,-159499.332545464014,-279759.073865070590,-155987.329776281229,      1.031855776487,     -0.626867959469,     -0.273426833212
   645000.000000,-156400.915588975011,-281629.035329986480,-156801.706783726666,      1.033745821030,     -0.619767049276,     -0.269489280252
   648000.000000,-153296.916388930171,-283477.641598689428,-157604.254702234262,      1.035577098442,     -0.612631574514,     -0.265540970565
   651000.000000,-150187.512772984715,-285304.792652516044,-158394.943014037010,      1.037348603651,     -0.605463972742,     -0.261583066658
   654000.000000,-147072.885472978727,-287110.395674382045,-159173.744637385418,      1.039059405303,     -0.598266607830,     -0.257616696843
   657000.000000,-143953.217906546517,-288894.364831055689,-159940.635825234698,      1.040708643908,     -0.591041772167,     -0.253642956081
   660000.000000,-140828.695964384620,-290656.621061892656,-160695.596066392580,      1.042295529924,     -0.583791688766,     -0.249662906779
   663000.000000,-137699.507803363376,-292397.091873738973,-161438.607989040436,      1.043819341778,     -0.576518513269,     -0.245677579573
   666000.000000,-134565.843645627494,-294115.711141726875,-162169.657266545953,      1.045279423853,     -0.569224335871,     -0.241687974073
   669000.000000,-131427.895583795937,-295812.418915704882,-162888.732525491127,      1.046675184440,     -0.561911183153,     -0.237695059598
   672000.000000,-128285.857392340506,-297487.161232060986,-163595.825255844538,      1.048006093667,     -0.554581019847,     -0.233699775870
   675000.000000,-125139.924345193736,-299139.889930711535,-164290.929723211739,      1.049271681418,     -0.547235750516,     -0.229703033702
   678000.000000,-121990.293039611832,-300770.562477045809,-164974.042883102142,      1.050471535245,     -0.539877221176,     -0.225705715660
   681000.000000,-118837.161226295953,-302379.141788627137,-165645.164297155716,      1.051605298285,     -0.532507220848,     -0.221708676704
   684000.000000,-115680.727645754989,-303965.596066467231,-166304.296051276266,      1.052672667186,     -0.525127483054,     -0.217712744819
