x,y,z,vx,vy,vz
  6.02304807303712E+05,  1.40259235295113E+06,  2.43699637345475E+05,  4.75192776360534E-01,  1.33763229348447E+00,  2.10927284482892E-01
  6.01013249781849E+05,  1.40231887595698E+06,  2.42160002617260E+05,  4.73670523036900E-01,  1.33705320430544E+00,  2.09304651460128E-01
  6.02401888646733E+05,  1.40454390202026E+06,  2.43975182113583E+05,  4.75550085221696E-01,  1.34012449461104E+00,  2.11301826998063E-01
  5.99918860315133E+05,  1.40219535420770E+06,  2.42608188538438E+05,  4.72430520372235E-01,  1.33678407095535E+00,  2.09738913137738E-01
  5.98841073704479E+05,  1.40181564302864E+06,  2.44291144749726E+05,  4.71209792414726E-01,  1.33624748823152E+00,  2.11419779860711E-01
  5.99723307998612E+05,  1.40240245385882E+06,  2.42603007033604E+05,  4.72239778840957E-01,  1.33702077882874E+00,  2.09732674660172E-01
  6.02787220889444E+05,  1.40427029264443E+06,  2.42929995074773E+05,  4.75925502626598E-01,  1.33977816751613E+00,  2.10224816758978E-01
  6.01600571507396E+05,  1.40267801341096E+06,  2.42770408839241E+05,  4.74390141946890E-01,  1.33760895979084E+00,  2.09961595279546E-01
  6.01186140605177E+05,  1.40212043683488E+06,  2.43757430522890E+05,  4.73879446924591E-01,  1.33689609552791E+00,  2.10940068087655E-01
  6.00788872121645E+05,  1.40308350039982E+06,  2.43030717770006E+05,  4.73530207083636E-01,  1.33803509957420E+00,  2.10229450671307E-01
  6.01772353962362E+05,  1.40297799791788E+06,  2.43415065391061E+05,  4.74632506259978E-01,  1.33804109782439E+00,  2.10642255405744E-01
  6.00748341908284E+05,  1.40396047038603E+06,  2.41956755584716E+05,  4.73568034614281E-01,  1.33909182791179E+00,  2.09166764367673E-01
  5.99745656563482E+05,  1.40069905747553E+06,  2.42346795996742E+05,  4.72044754948587E-01,  1.33485578954048E+00,  2.09394725642125E-01
  6.00860937152747E+05,  1.40375007269333E+06,  2.43434686914330E+05,  4.73701910273545E-01,  1.33890617257646E+00,  2.10678441247281E-01
  6.02123934325124E+05,  1.40494193532133E+06,  2.42525532362839E+05,  4.75252414218633E-01,  1.34052973649982E+00,  2.09828218417363E-01
  6.01666227844092E+05,  1.40236847294808E+06,  2.43920826146253E+05,  4.74449926064170E-01,  1.33727843606652E+00,  2.11130478664897E-01
  6.01886641485296E+05,  1.40515623298534E+06,  2.43627101746389E+05,  4.75035382415526E-01,  1.34082075672521E+00,  2.10959308577562E-01
  6.02195435717691E+05,  1.40198334635102E+06,  2.42184679815086E+05,  4.74955959303301E-01,  1.33678016058158E+00,  2.09343732446816E-01
  6.00860148498459E+05,  1.40297677347623E+06,  2.42521987590464E+05,  4.73586531212597E-01,  1.33788431205310E+00,  2.09703887175993E-01
  6.03196018734813E+05,  1.40446935203693E+06,  2.44188013484605E+05,  4.76440374299651E-01,  1.34013852310911E+00,  2.11538063271650E-01
  6.04502651219349E+05,  1.40462175222369E+06,  2.44772563483665E+05,  4.77945364041388E-01,  1.34051809900750E+00,  2.12173667547068E-01
  6.00529686833321E+05,  1.40430862308976E+06,  2.43303159665079E+05,  4.73397792488423E-01,  1.33956541334593E+00,  2.10558571153006E-01
  5.99923268991848E+05,  1.40278962734347E+06,  2.42316608547780E+05,  4.72502987718927E-01,  1.33752317578103E+00,  2.09464110430429E-01
  6.03268283783229E+05,  1.40541419288219E+06,  2.43160969678178E+05,  4.76613342832152E-01,  1.34129538169845E+00,  2.10525804686140E-01
  6.03577734895226E+05,  1.40446014400935E+06,  2.43987363333573E+05,  4.76861596813711E-01,  1.34016525037149E+00,  2.11336307069080E-01
  6.01762233123563E+05,  1.40334002073183E+06,  2.43146265361735E+05,  4.74661429585262E-01,  1.33848556160174E+00,  2.10382039875316E-01
  6.00828587729067E+05,  1.40193555925718E+06,  2.42196145963679E+05,  4.73414218202445E-01,  1.33654857294334E+00,  2.09319672183258E-01
  6.00539108834280E+05,  1.40206061364815E+06,  2.42354586807818E+05,  4.73105954511406E-01,  1.33667848899180E+00,  2.09482974106593E-01
  6.02546177764466E+05,  1.40547674727779E+06,  2.44008720721575E+05,  4.75827133509821E-01,  1.34132530745824E+00,  2.11383225436042E-01
  6.01359188800108E+05,  1.40276993697389E+06,  2.43898486208698E+05,  4.74153414814730E-01,  1.33774870352834E+00,  2.11119965368909E-01
  6.01973391410688E+05,  1.40343145453486E+06,  2.42151465094555E+05,  4.74886921597349E-01,  1.33858187816580E+00,  2.09369004474069E-01
  6.03145830756082E+05,  1.40346218888383E+06,  2.43944705246102E+05,  4.76252734882179E-01,  1.33884746205528E+00,  2.11239873451688E-01
  6.02876306512147E+05,  1.40495583607836E+06,  2.43331335992777E+05,  4.76119695497352E-01,  1.34067545556020E+00,  2.10671670474052E-01
  6.01126654269645E+05,  1.40338273493499E+06,  2.42309406473560E+05,  4.73930789756331E-01,  1.33842283684660E+00,  2.09512791913309E-01
  6.01301554217721E+05,  1.40328068013680E+06,  2.43307624431666E+05,  4.74138560965954E-01,  1.33835996116382E+00,  2.10536280024003E-01
  6.01003941026595E+05,  1.40256593783732E+06,  2.41180530443134E+05,  4.73663942162145E-01,  1.33732356819964E+00,  2.08312681901025E-01
  6.02095434259048E+05,  1.40255983357496E+06,  2.43620440326476E+05,  4.74951523838398E-01,  1.33755966458572E+00,  2.10840194520224E-01
  6.00031352530251E+05,  1.40334879305330E+06,  2.43905069709445E+05,  4.72731817632088E-01,  1.33831682251144E+00,  2.11120888979342E-01
  6.00923361703610E+05,  1.40213982720822E+06,  2.43472544696225E+05,  4.73573892995749E-01,  1.33687817553177E+00,  2.10642095395387E-01
  6.03089917443359E+05,  1.40536799570756E+06,  2.42809982108084E+05,  4.76398628410205E-01,  1.34120047675519E+00,  2.10162307796718E-01
  6.01832915522695E+05,  1.40488695750650E+06,  2.42770042417752E+05,  4.74921768353244E-01,  1.34043481691469E+00,  2.10068107318148E-01
  6.01290003427981E+05,  1.40327539659443E+06,  2.43120713641804E+05,  4.74118201530098E-01,  1.33834788083034E+00,  2.10342882842350E-01
  6.02579786118910E+05,  1.40481857437432E+06,  2.44054335840196E+05,  4.75784389457792E-01,  1.34049694742050E+00,  2.11400710473231E-01
  6.01041575295899E+05,  1.40327753832454E+06,  2.43162016160003E+05,  4.73842980515063E-01,  1.33831795188534E+00,  2.10378542144066E-01
  5.99683304960621E+05,  1.40233518857982E+06,  2.42230577611681E+05,  4.72175945096390E-01,  1.33691321056253E+00,  2.09350482467869E-01
  6.01822318282690E+05,  1.40343765255302E+06,  2.42433983798495E+05,  4.74723288925163E-01,  1.33858270282626E+00,  2.09656443971615E-01
  6.02702342173731E+05,  1.40507623859977E+06,  2.43422802808882E+05,  4.75939674418382E-01,  1.34081249282722E+00,  2.10764147748600E-01
  6.01919022762181E+05,  1.40253936764548E+06,  2.43688920058104E+05,  4.74754113935615E-01,  1.33751380714065E+00,  2.10906702662678E-01
  6.01302141491061E+05,  1.40390500652029E+06,  2.44083449664529E+05,  4.74234979982696E-01,  1.33918584756367E+00,  2.11359127377160E-01
  6.01460341907588E+05,  1.40390570116292E+06,  2.42879499922173E+05,  4.74384963004529E-01,  1.33915239902108E+00,  2.10129828639488E-01
  6.00926115880051E+05,  1.40315472704540E+06,  2.43604380827815E+05,  4.73706401370346E-01,  1.33816795503924E+00,  2.10823559816850E-01
  6.02012419112765E+05,  1.40344038905485E+06,  2.42885032816274E+05,  4.74950381558323E-01,  1.33863059201622E+00,  2.10122831365645E-01
